KNN,NNET,RF,SVM
0.971291866029,0.8995215311,0.995215311005,0.752392344498
0.971291866029,0.872009569378,0.995215311005,0.752392344498
0.971291866029,0.852870813397,0.996411483254,0.751196172249
0.962918660287,0.821770334928,0.996411483254,0.761961722488
0.962918660287,0.820574162679,0.996411483254,0.761961722488
0.962918660287,0.74043062201,0.996411483254,0.760765550239
0.962918660287,0.813397129187,0.996411483254,0.75956937799
0.962918660287,0.833732057416,0.996411483254,0.760765550239
0.962918660287,0.831339712919,0.996411483254,0.757177033493
0.962918660287,0.881578947368,0.996411483254,0.758373205742
0.962918660287,0.818181818182,0.995215311005,0.758373205742
0.962918660287,0.74043062201,0.995215311005,0.758373205742
0.962918660287,0.757177033493,0.994019138756,0.757177033493
0.962918660287,0.757177033493,0.992822966507,0.755980861244
0.962918660287,0.843301435407,0.991626794258,0.755980861244
0.962918660287,0.732057416268,0.992822966507,0.755980861244
0.962918660287,0.845693779904,0.992822966507,0.755980861244
0.961722488038,0.887559808612,0.992822966507,0.782296650718
0.959330143541,0.601674641148,0.992822966507,0.777511961722
0.960526315789,0.667464114833,0.991626794258,0.781100478469
0.960526315789,0.752392344498,0.994019138756,0.781100478469
0.960526315789,0.802631578947,0.991626794258,0.781100478469
0.960526315789,0.611244019139,0.992822966507,0.781100478469
0.936602870813,0.805023923445,0.994019138756,0.787081339713
0.936602870813,0.532296650718,0.991626794258,0.788277511962
0.936602870813,0.49043062201,0.991626794258,0.788277511962
0.936602870813,0.595693779904,0.992822966507,0.785885167464
0.936602870813,0.61961722488,0.99043062201,0.787081339713
0.936602870813,0.488038277512,0.992822966507,0.784688995215
0.936602870813,0.802631578947,0.991626794258,0.785885167464
0.936602870813,0.562200956938,0.992822966507,0.785885167464
0.936602870813,0.543062200957,0.99043062201,0.787081339713
0.936602870813,0.6004784689,0.991626794258,0.785885167464
0.936602870813,0.599282296651,0.991626794258,0.785885167464
0.936602870813,0.601674641148,0.991626794258,0.785885167464
0.936602870813,0.595693779904,0.991626794258,0.784688995215
0.936602870813,0.528708133971,0.99043062201,0.783492822967
0.936602870813,0.602870813397,0.991626794258,0.783492822967
0.936602870813,0.723684210526,0.991626794258,0.783492822967
0.936602870813,0.808612440191,0.991626794258,0.783492822967
0.936602870813,0.502392344498,0.99043062201,0.783492822967
0.936602870813,0.622009569378,0.99043062201,0.784688995215
0.936602870813,0.601674641148,0.99043062201,0.782296650718
0.936602870813,0.575358851675,0.991626794258,0.785885167464
0.936602870813,0.599282296651,0.991626794258,0.785885167464
0.925837320574,0.616028708134,0.99043062201,0.784688995215
0.925837320574,0.616028708134,0.988038277512,0.785885167464
0.925837320574,0.435406698565,0.992822966507,0.785885167464
0.925837320574,0.484449760766,0.992822966507,0.785885167464
0.925837320574,0.483253588517,0.989234449761,0.784688995215
0.925837320574,0.477272727273,0.99043062201,0.784688995215
0.925837320574,0.489234449761,0.989234449761,0.783492822967
0.925837320574,0.783492822967,0.988038277512,0.782296650718
0.925837320574,0.466507177033,0.988038277512,0.783492822967
0.925837320574,0.484449760766,0.988038277512,0.782296650718
0.925837320574,0.811004784689,0.986842105263,0.783492822967
0.925837320574,0.483253588517,0.986842105263,0.781100478469
0.925837320574,0.30023923445,0.986842105263,0.781100478469
0.924641148325,0.348086124402,0.986842105263,0.781100478469
0.924641148325,0.393540669856,0.984449760766,0.781100478469
0.924641148325,0.484449760766,0.986842105263,0.781100478469
0.924641148325,0.620813397129,0.983253588517,0.781100478469
0.924641148325,0.472488038278,0.982057416268,0.783492822967
0.924641148325,0.484449760766,0.980861244019,0.783492822967
0.91985645933,0.534688995215,0.982057416268,0.789473684211
0.91985645933,0.540669856459,0.983253588517,0.788277511962
0.91985645933,0.671052631579,0.983253588517,0.788277511962
0.925837320574,0.534688995215,0.983253588517,0.787081339713
0.925837320574,0.533492822967,0.982057416268,0.785885167464
0.907894736842,0.622009569378,0.980861244019,0.785885167464
0.909090909091,0.49043062201,0.980861244019,0.785885167464
0.909090909091,0.645933014354,0.976076555024,0.785885167464
