file_name,tags,ratio
/home/yonah/Data/vt_report_pdf/6ff322720b258f7e01c4fb6d9195c5fd1a3ccc756b57295df226c2c624bca980.html,"['pdf', 'acroform', 'file-embedded', 'invalid-xref']",37 / 50
/home/yonah/Data/vt_report_pdf/ce07dca452aee96847a9d2c0a7a7f36482265d8ba4aae767698cbeed745a80b1.html,0,12 / 43
/home/yonah/Data/vt_report_pdf/64603a68106b6b1590fefe72c80e8c492619050a4a6a932dee8bd0452c81725c.html,"['invalid-xref', 'js-embedded', 'pdf']",24 / 42
/home/yonah/Data/vt_report_pdf/cd8bc989b047badca5bf2c44e6a711bfff64ec3de8dc06522e23f2fcc53a9f42.html,['pdf'], 1 / 57
/home/yonah/Data/vt_report_pdf/1f49d047497c72c1279a99b31882cab3eadc6d002b8b420c41faa282ac0b3e90.html,"['invalid-xref', 'acroform', 'js-embedded', 'pdf']",31 / 42
/home/yonah/Data/vt_report_pdf/577a869e07e0aa94e029fec62830b62457e3b733059eae73641cad24ac4dbfdf.html,0,18 / 43
/home/yonah/Data/vt_report_pdf/58c8c72c58c1a24bada4aac36b7b37e8666d4788c2aac64fec51ef1349c64316.html,0,32 / 42
/home/yonah/Data/vt_report_pdf/fbe1857ddbd7c0394ba72037cb199321a7072642ed2cd2de2ef1c866e5ea5a74.html,"['invalid-xref', 'pdf', 'autoaction', 'js-embedded']",33 / 57
/home/yonah/Data/vt_report_pdf/cc1313f29954e1f9d8e2e868b9c684fbf6b8ebfba3cbea49f0493e5540a17c5d.html,0,30 / 43
/home/yonah/Data/vt_report_pdf/ab9fb46fa3a80605a3c500195aa0a3f4e6a37da8437f8f04a5666df6a63aa2e6.html,"['invalid-xref', 'acroform', 'js-embedded', 'pdf']",35 / 50
/home/yonah/Data/vt_report_pdf/522a560698b6a76a42e6e0c7cf0206b40a28de5de6070efeac72f4ad77c51c0b.html,0,14 / 42
/home/yonah/Data/vt_report_pdf/cd8ef99db64f328e7918f8e0cce423f9f1c396ae3feb8e4f903199cc6810ad00.html,"['pdf', 'exploit', 'cve-2008-2992', 'autoaction', 'js-embedded']",29 / 57
/home/yonah/Data/vt_report_pdf/7cb314e60cb08387b68906c13e00a069494487bb13568bfd9bfec2d6afe3859c.html,0,17 / 42
/home/yonah/Data/vt_report_pdf/69a2a3d3d83b99daa56b33945014f4032849c555d0f7d51a6f52f75b84e236c3.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/a6a3614f3e2802ea2677e7bb50e46c98b3edb34d3c3898b8b11b687fc8205085.html,0, 6 / 42
/home/yonah/Data/vt_report_pdf/da02de2b1287d07d39db735dcda8a5e9453db62bc1cdb2ad1a2b3c29d7bf5874.html,"['pdf', 'invalid-xref']", 1 / 42
/home/yonah/Data/vt_report_pdf/212be9330c44d3b52520a868ef3c48b57f9ececc01beb84388e1c57199d36234.html,0,28 / 40
/home/yonah/Data/vt_report_pdf/5ea65e9594565a65d26e3f1a7d883fbd31b81831cabc055d3662c2e00e12641f.html,"['pdf', 'acroform']", 3 / 42
/home/yonah/Data/vt_report_pdf/0e9385eec4e3ecd58bc45de38bf6d889f0215dcd857655fcd2c73360a0f8a6f2.html,0,27 / 43
/home/yonah/Data/vt_report_pdf/630189db4d41dd5ff8ccb5285065ae7ec59d4cfa0f70932e1c1c946111e01f6c.html,"['exploit', 'invalid-xref', 'pdf', 'acroform', 'file-embedded', 'cve-2010-0188']",20 / 46
/home/yonah/Data/vt_report_pdf/e812028480223ae25661324c6f7bb9f97b63a3f86726de2542f7a826715d0e35.html,"['pdf', 'exploit', 'acroform', 'file-embedded', 'cve-2010-0188']",33 / 55
/home/yonah/Data/vt_report_pdf/dda9e6be22e9cfa42635d7975ec2e7038cc24aff11f50130bb80e03d33a22192.html,0,19 / 41
/home/yonah/Data/vt_report_pdf/cf7a692c9cd19754fe15abc9ed6759ce340b4d386d4003f25af3e3662e37ec7f.html,0,11 / 42
/home/yonah/Data/vt_report_pdf/4c2bd8a2cf708d90612102a92671cf5658ab9e112bca493cdd3bd754d7f07119.html,0,25 / 43
/home/yonah/Data/vt_report_pdf/6c97cb96d8b4cc797f4dae0c6ad881687e409e068109173bc624af2a2471e3a0.html,0, 3 / 43
/home/yonah/Data/vt_report_pdf/9c715b7368557613911e6e813d8a4e93c43e307b086bbfa0be4905a7910155d4.html,"['pdf', 'exploit', 'acroform', 'cve-2009-0927', 'js-embedded']",42 / 61
/home/yonah/Data/vt_report_pdf/72aba3430e9f1015221a9239d1ab3368df8e03f13de7b8064ffe75785da9b20b.html,0,23 / 40
/home/yonah/Data/vt_report_pdf/cccb34f16517eca6af85aa17ec9deff657cc6c9be6f9bf8b756cccdeb3f2a4d1.html,0, 8 / 42
/home/yonah/Data/vt_report_pdf/a7aed739fe71c2929906c275a80251a9611db0e2ea63ae9b9ad589f4f5bf136d.html,0,13 / 42
/home/yonah/Data/vt_report_pdf/da739ee739da20ff88b89444345dce52f64f0bf526c9af6b0803ef79447fcf24.html,['pdf'], 2 / 60
/home/yonah/Data/vt_report_pdf/78570ed7658ec24bb5cd51f62210b28616b7228a68989871e2c0e1a5f54450fe.html,"['invalid-xref', 'js-embedded', 'autoaction', 'pdf']",33 / 47
/home/yonah/Data/vt_report_pdf/6bb261d92bb1b071fd4d67d7ecdb65dc1b9f578bf120e9e2efc24942fcb27626.html,"['invalid-xref', 'acroform', 'pdf', 'js-embedded']",37 / 52
/home/yonah/Data/vt_report_pdf/fa8976200efabab327cd6f57fd0db8c1469d0fc0613555d65c6231021346b82d.html,"['pdf', 'acroform', 'file-embedded', 'invalid-xref']",27 / 50
/home/yonah/Data/vt_report_pdf/062214ca0e11d604a598ca8caaaac92862f451ea7018c4cd98d5fec067598fc5.html,0, 7 / 42
/home/yonah/Data/vt_report_pdf/6bbc4e2d10f80b9c13a50d3584688a9d4605726b72f3632ae6a93ab98c180264.html,"['pdf', 'acroform', 'autoaction', 'js-embedded']", 0 / 54
/home/yonah/Data/vt_report_pdf/5f53f5fb67ef04da84a0c8df2e743f6ec7094e364ee3620c6fae9a924e9ea9e0.html,0,26 / 43
/home/yonah/Data/vt_report_pdf/c59e73a6f542f7f9d376e41ebb2ae3c943f6be1bd198076d56a0c0723aa9dbf1.html,0,12 / 41
/home/yonah/Data/vt_report_pdf/e0fcddae4bacd9d17e49e4175e236666900f9f87168a808bd3af281e8d153237.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/644642b0344156408a271d5e0f28ffbb389a9c663d7f746648b8aa80faa500a5.html,0,26 / 43
/home/yonah/Data/vt_report_pdf/6d7895fe792e407f56420722ba0c55e583db1b6d779fce753d55830bb38545e3.html,0,15 / 41
/home/yonah/Data/vt_report_pdf/676c5b9dbde07d9cd4f3702041103b55419b262b8edeb0e18ab6f20a595f79d0.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/0e9b5ef92d8c08b5c23aaf683dce6ffbaa56f92fe9f9f1a3fd6d6a689b4cddf8.html,"['pdf', 'acroform', 'invalid-xref']",17 / 45
/home/yonah/Data/vt_report_pdf/03cdf2e33da1084da5cabb4464dc72ba665c101caaae62689d9180be75ce4b35.html,['pdf'], 1 / 57
/home/yonah/Data/vt_report_pdf/0d1131c6a380c73ec228c79506d2b1babce631dcb12aa04f344949d39995f3cf.html,0,10 / 43
/home/yonah/Data/vt_report_pdf/9a5e9ae20b27fa854c0b550ed7f6635a1c5773792fd346f55f34491ade357116.html,"['pdf', 'exploit', 'cve-2007-5659', 'autoaction', 'js-embedded']",39 / 55
/home/yonah/Data/vt_report_pdf/0d23adc13c7d7e544c66a6b06914077e781fb94698c849ba7b6c4517bd8f75cd.html,0,25 / 44
/home/yonah/Data/vt_report_pdf/de44c7ba28256773f103dcd71774b36e4dc352a2fe5c382e436031e997f349a8.html,0,13 / 43
/home/yonah/Data/vt_report_pdf/b1a3850e00cc5e1ef89f549934155e81c4e7d0e78d5b94adea4c8181c725cc29.html,"['exploit', 'pdf', 'invalid-xref', 'acroform', 'file-embedded', 'cve-2010-0188']",33 / 50
/home/yonah/Data/vt_report_pdf/6bfdf9838889660a2ab093f1d57d748d3f3b47e117353f21dbc24b5458403613.html,"['exploit', 'invalid-xref', 'pdf', 'acroform', 'file-embedded', 'cve-2010-0188']",36 / 55
/home/yonah/Data/vt_report_pdf/043bcccbbe7c6535fcd6c72b6b090ab86968d2e509af9ab3054ba9dd63baa9f5.html,"['invalid-xref', 'acroform', 'pdf', 'js-embedded']",32 / 56
/home/yonah/Data/vt_report_pdf/3a61e15da7e225f7bba20006f40b3d8c6fec71da70d566d45b89939cd651d633.html,"['pdf', 'autoaction', 'js-embedded']",19 / 41
/home/yonah/Data/vt_report_pdf/22d8b7f151d513175e2fa951fe6acf53e4feadc3201bf2945637af8b2decb76a.html,0,27 / 43
/home/yonah/Data/vt_report_pdf/924e3596848995d82da0e00c152b4bf845501b6b99921b61bfda1df5717eb0d5.html,0,22 / 43
/home/yonah/Data/vt_report_pdf/b2eeaebce8c9d0e1bf4aea143e8289ba5e8fd121d69fcf650023f8217c8a9565.html,0,11 / 41
/home/yonah/Data/vt_report_pdf/23a4413b187e32eb1f313cff1b14062fbbfa029f0ad3351c0ddee9bf29139aea.html,0,25 / 40
/home/yonah/Data/vt_report_pdf/719e4971eaeab9d7d1eff083923bffd97c01ef75cafa7b976dfa3bd8afcd1439.html,0,23 / 41
/home/yonah/Data/vt_report_pdf/50c975a8d7fa154019dfd2b741e026daa8430722eaded2ae6bb0d859154e23be.html,"['exploit', 'js-embedded', 'cve-2009-0927', 'autoaction', 'pdf', 'invalid-xref']",35 / 60
/home/yonah/Data/vt_report_pdf/25a5842e07dc0a5fa26fe2469a77a273700cc5515a2f6b604ae3515dbbc261ea.html,0,24 / 42
/home/yonah/Data/vt_report_pdf/c87c280dfd4b4991c920933b2353ab0069783fce9367ccafcc260a3ed0af3c99.html,0,27 / 42
/home/yonah/Data/vt_report_pdf/2fab818bda5617bdfb775f26ffbed50cba172909843d0003b98cb8aac2cf44d6.html,"['cve-2007-5659', 'exploit', 'js-embedded', 'cve-2009-0927', 'invalid-xref', 'pdf', 'acroform']",43 / 54
/home/yonah/Data/vt_report_pdf/3181167ef051db63d89b16c69911870cad0b153a668cab8cd7ac89929170903f.html,"['pdf', 'invalid-xref', 'acroform', 'autoaction', 'js-embedded']",25 / 46
/home/yonah/Data/vt_report_pdf/92712ce59d3e5035b00f972afcf8f165c3a701d586ba985fb03d6efa527b3ee8.html,0,18 / 42
/home/yonah/Data/vt_report_pdf/d31ca0554c22546e68f911e7a86e6c5601261a377242c58865893f8c91b8d68b.html,"['invalid-xref', 'acroform', 'js-embedded', 'pdf']",32 / 50
/home/yonah/Data/vt_report_pdf/e3a38c7150fd8eb64d988e92d4ab968a51735ec137b3028539e257d2213857e8.html,0,22 / 43
/home/yonah/Data/vt_report_pdf/5fac93030c81eef9a59e63770ee7b4e38f6406a6ad3c5243b5dac15af4d4c283.html,"['invalid-xref', 'acroform', 'js-embedded', 'pdf']",40 / 54
/home/yonah/Data/vt_report_pdf/32b1ac9492da719071e95caae7b1b17c7a6077976ef7da4b55b66c12545b91a8.html,['pdf'], 1 / 56
/home/yonah/Data/vt_report_pdf/73a8c1fe674df8aa62f482441d1b5367320740d54d6df71f4afcd70333f0bf2c.html,0,10 / 42
/home/yonah/Data/vt_report_pdf/9cb8e33baa6a9d9ec98a6e8af5162fd9410e72dc4b38e76625639b424db5d2ad.html,0,24 / 43
/home/yonah/Data/vt_report_pdf/1b9e549604b449cc0578b4527e8bc17473c6e61263e2dd5816235661edb1feb5.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/b9de5b55f975924457f1cc1dd43645016d8326fda8bf5cb045c6325539a0e575.html,0,15 / 43
/home/yonah/Data/vt_report_pdf/72d07339ffb8e0e986b0e1a1dc9852045e611178e499aa274826b6a07c04b2a8.html,"['pdf', 'acroform', 'file-embedded', 'invalid-xref']",38 / 50
/home/yonah/Data/vt_report_pdf/618b5dd334183ba0fa78cfcb11e6ad1e32464b99c60169efddeeaeed78139bda.html,0,32 / 43
/home/yonah/Data/vt_report_pdf/ddd733ab12ce34f9ad6c85ffa837757a4e093cdfe22c02a944284205cf3410f8.html,0,25 / 44
/home/yonah/Data/vt_report_pdf/ccce71cb881d1619599b782653e1560f1a11b38a57f7d2e4222e6873b881be59.html,"['cve-2008-2992', 'js-embedded', 'exploit', 'autoaction', 'pdf', 'acroform']",38 / 60
/home/yonah/Data/vt_report_pdf/2f7327e04aeea37f63406c9773abfd405f6c9828fe07272c84a2f99d61e39d76.html,"['invalid-xref', 'acroform', 'js-embedded', 'pdf']",40 / 56
/home/yonah/Data/vt_report_pdf/5b6d385beedce7a379815793fb690520f4d711ec3697558f7d1a1d2ef136ea61.html,0,30 / 42
/home/yonah/Data/vt_report_pdf/a4dda0fb0f87654fd2082d0184d5512ccd9725ee37e2fb6dfef8277b87d0aba3.html,"['pdf', 'acroform', 'file-embedded', 'invalid-xref']",33 / 43
/home/yonah/Data/vt_report_pdf/ab25562fb475660b7281c1f5c1fbe1a09ce4ac9210cea297e3cbdfd2a075bdea.html,"['exploit', 'invalid-xref', 'pdf', 'acroform', 'file-embedded', 'cve-2010-0188']",33 / 48
/home/yonah/Data/vt_report_pdf/43a9f9188ebe73e6bec65a3e728d9e29687be1d9c5eb10075431006c15fc01a3.html,0,24 / 43
/home/yonah/Data/vt_report_pdf/044d3a6e9b8d571265fe5aef68ac36bb30514f0e1ec709f5b2eb1a083548e1dc.html,0,11 / 43
/home/yonah/Data/vt_report_pdf/37ff4454d15d37fb07073e2b2a1a2efeab541ee8ca858f757dd727b21702605e.html,"['pdf', 'autoaction', 'js-embedded']",30 / 57
/home/yonah/Data/vt_report_pdf/8318e8da15e9532e11fd910b9f64b1f671225902d527ecf1865ff0482ff41455.html,0,20 / 41
/home/yonah/Data/vt_report_pdf/b894599052fd6b8e6c61966f922f1876da3fc1a686a63f59484ebdde968d431e.html,"['invalid-xref', 'acroform', 'file-embedded', 'pdf']",40 / 57
/home/yonah/Data/vt_report_pdf/783d71cbde8a2bc06230297b4e164b204548db6e7fc4bb522c06a1b2ff37f358.html,"['exploit', 'js-embedded', 'cve-2009-0927', 'autoaction', 'pdf', 'invalid-xref', 'acroform']",38 / 57
/home/yonah/Data/vt_report_pdf/3f8f721e23c0bc02a85d05b843af71ed40587b17ca90ac34b803e198b3be5d01.html,"['exploit', 'js-embedded', 'cve-2009-0927', 'pdf', 'invalid-xref', 'acroform']",43 / 54
/home/yonah/Data/vt_report_pdf/fa3d3b6d632dbfa4db5ec648f9c897b3bf5dd8b6fabf1c83885b9b789df49b77.html,0,17 / 43
/home/yonah/Data/vt_report_pdf/4f077984308b6d841b4a6417abc910842c003bedd71249e5c33dcbea0bbe6f4b.html,"['invalid-xref', 'acroform', 'js-embedded', 'pdf']",37 / 46
/home/yonah/Data/vt_report_pdf/d76bfc971c3bd3e5cb4ae921de882d87e767ee3ba5faf36707ba384fe3226f81.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/3dc59468c45e867ff4c723d131af97ea3e1efe545fbfbd556dba2bb6a1b5c6ae.html,0,31 / 43
/home/yonah/Data/vt_report_pdf/ab7ec3afcfa58edbebda68968cd5d242d6497025287b9e4cbe8701763765b1be.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/99b9b610e4d21679b5279bb53a6eb384d3abd3866a0dac2fdec534694a505907.html,0,28 / 41
/home/yonah/Data/vt_report_pdf/a4545d55c1775631d71aef56aa0f751f4a0333dc805086d46082f17eb7d7f965.html,"['js-embedded', 'exploit', 'autoaction', 'pdf', 'invalid-xref', 'acroform', 'cve-2010-0188']",38 / 55
/home/yonah/Data/vt_report_pdf/e6307fb7f65e14e857736af03c01e8b425f57aa5bace94261784a9bbcdfb2103.html,0,26 / 43
/home/yonah/Data/vt_report_pdf/a6dfe69d5665562b30448eb936048da804a312a10328391a46d2469f901f69a4.html,0,19 / 43
/home/yonah/Data/vt_report_pdf/9a4e3b811fae26d058022c6904ade87d1ad30f3274876035f2fa35f3741b7eba.html,0,19 / 43
/home/yonah/Data/vt_report_pdf/8cb2c938e76b9ce486946e4a825b87b75e49b208193563ea6254e18b60da3af2.html,"['invalid-xref', 'pdf', 'autoaction', 'js-embedded']",25 / 46
/home/yonah/Data/vt_report_pdf/cd3dffef8adc5f22d19f3494f1fc435a31a5f4452f50e9e49b55e1e88ea20e51.html,"['flash-embedded', 'js-embedded', 'autoaction', 'pdf', 'invalid-xref', 'file-embedded']",29 / 45
/home/yonah/Data/vt_report_pdf/0b508248a211a79da3ff9db7ad1c6551e480340ccdef1e01e05ee58afa481b33.html,"['pdf', 'acroform', 'file-embedded', 'invalid-xref']",31 / 47
/home/yonah/Data/vt_report_pdf/37d209e42fb7e950271badf32cecdd1e1b3d04ec0e4a3631988570f8c26382ac.html,"['pdf', 'autoaction']",14 / 39
/home/yonah/Data/vt_report_pdf/0dd61fffd77e39353e679aaaf3d320899ffe15d93848dfbf807978381888bffc.html,"['pdf', 'acroform', 'invalid-xref']",17 / 46
/home/yonah/Data/vt_report_pdf/c8cd2a157788dfd4b874809ac123ecc07b60dfc7f060aa03eb019d5a1671a8cb.html,0,23 / 43
/home/yonah/Data/vt_report_pdf/d7d84a27e7733f1735867572c76337e9c5e9765671c63b6fb44adaac9e6496da.html,0,18 / 41
/home/yonah/Data/vt_report_pdf/92bcf425b89c0b58402a875b118da7bd1d5bc8b5093ea7571ea911096b9c224b.html,"['invalid-xref', 'acroform', 'js-embedded', 'pdf']",37 / 46
/home/yonah/Data/vt_report_pdf/5da7085e858bf3d4aa0764ea9d8696ac4c23f92f3df965acb0bee9a58af16b61.html,0,25 / 42
/home/yonah/Data/vt_report_pdf/d929468c48d119512efca0950c87a46b6e3e99de4e7bbce2d75293f39a406b65.html,0,23 / 43
/home/yonah/Data/vt_report_pdf/627ad2003b6ae693457025cc2bf72d994ed48f96dd614116a00ca52d96c7b3cf.html,0, 7 / 43
/home/yonah/Data/vt_report_pdf/b116719857a0ef42b0042a34a6a63725ff4ac4430627890a3c1667765ae763c8.html,0,10 / 41
/home/yonah/Data/vt_report_pdf/b95a830297fa1c8211cfa1e7b9537ee1403b9c57db1eab810a561b579185868e.html,0,15 / 43
/home/yonah/Data/vt_report_pdf/c7cdc83a2a35595170a9c9e5e5fb399027d19e8b62b3faa5feb105f4a213e24f.html,0,31 / 42
/home/yonah/Data/vt_report_pdf/5b93f52242faad3c9e2a1ac19151b4ba21b6ceb752163c4004dd1ecb11ee47d6.html,0,16 / 43
/home/yonah/Data/vt_report_pdf/1bbc4e6239ee58bc3815c283cb577315a1346b702be0771550e124bf154fcec9.html,"['js-embedded', 'exploit', 'pdf', 'invalid-xref', 'acroform', 'cve-2010-0188']",33 / 52
/home/yonah/Data/vt_report_pdf/59fb497b517411d4a6767d516c98007267dda95486a6e707b953ae0fbd86ec2b.html,"['invalid-xref', 'acroform', 'js-embedded', 'autoaction', 'pdf']",28 / 43
/home/yonah/Data/vt_report_pdf/536066f11e83e7f880056339a6be7159496e7cc813bc8f224b61ce0e9e43a128.html,"['exploit', 'js-embedded', 'cve-2009-0927', 'autoaction', 'invalid-xref', 'pdf', 'acroform']",30 / 51
/home/yonah/Data/vt_report_pdf/001ed9d13465284cd29cc35a0b6327ca6ee48b83c5f1238d6280e111023e273b.html,"['exploit', 'pdf', 'invalid-xref', 'acroform', 'file-embedded', 'cve-2010-0188']",42 / 57
/home/yonah/Data/vt_report_pdf/4e418d899ebbb0d13e3b51b03baec8eaffc86911b9fc3ce1b38e6bb1afc0919a.html,0,29 / 41
/home/yonah/Data/vt_report_pdf/32a6581b7556f8fee9b0af1bdf156f299e02a6ff5a7d2ef709a820d3d6b8c9df.html,0,10 / 41
/home/yonah/Data/vt_report_pdf/4fe9c2e73b0b6dabea5a976c44ec19e859b86bb176ae86e9bc34b3766d28c7a9.html,0,30 / 42
/home/yonah/Data/vt_report_pdf/331ad798cf8ccb9b37e04433281d056f99d005dfd26313e3e4e38bcb9566386c.html,"['js-embedded', 'exploit', 'autoaction', 'pdf', 'invalid-xref', 'acroform', 'cve-2010-0188']",42 / 56
/home/yonah/Data/vt_report_pdf/9828da74e103397f055c8bf0bbac3290c5abe182e97b1e5c3ffc018e1ea9b4a7.html,"['exploit', 'pdf', 'invalid-xref', 'acroform', 'file-embedded', 'cve-2010-0188']",37 / 48
/home/yonah/Data/vt_report_pdf/1693804b2db6713a5e848b3dfad354a2eb9e1421fe22feb71b6db5e4d2b3deaf.html,0,30 / 42
/home/yonah/Data/vt_report_pdf/2f62d4fdb5154b0dc9965a774e9414cca5747dd0e0153ac5119ba883ccb1fe18.html,"['invalid-xref', 'acroform', 'js-embedded', 'pdf']",41 / 57
/home/yonah/Data/vt_report_pdf/3990f098e8d563e65b4d7d77fc28cdd4de1f242578d3126bed74e205537cc604.html,0,22 / 43
/home/yonah/Data/vt_report_pdf/d611ecde45335429bb43719b7bd9ed33d1eb7781a7f7de6182d0ee2bb8d4ac5d.html,0,31 / 43
/home/yonah/Data/vt_report_pdf/afc720c533caa619dc8299a82327fc17f5a6638ef337814f540975ce559795c2.html,0, 8 / 40
/home/yonah/Data/vt_report_pdf/070f2eec909c6a7d3d65befee83f5be0bb076622944a98ec6d18ad2f16d52fb8.html,"['exploit', 'js-embedded', 'cve-2009-0927', 'pdf', 'invalid-xref', 'acroform']",38 / 51
/home/yonah/Data/vt_report_pdf/9f588cdf66b4c0829e9b07d0cc5e46ff0630aeb42b578c16faf11635796fb079.html,0,27 / 42
/home/yonah/Data/vt_report_pdf/2e4e680a60caa924fb3f07c260944299df9b5c893a254ee92d8a9e507e2daaa2.html,0,26 / 42
/home/yonah/Data/vt_report_pdf/79790db3f80fb945dbf9e2bb3e37954bdda0019dcf171392963c3313ebe77b03.html,0,30 / 42
/home/yonah/Data/vt_report_pdf/c8fb517c2ab99acec6d2e799ef98f356cdf51a26d7aacce34a4c00044d295e21.html,"['invalid-xref', 'acroform', 'pdf']",31 / 56
/home/yonah/Data/vt_report_pdf/4be3cd891b940e8f8028554c92e74caaea4e086131e176701619678d8703d970.html,"['invalid-xref', 'acroform', 'js-embedded', 'pdf']",40 / 55
/home/yonah/Data/vt_report_pdf/3cda4b274264f715d9abadd6f805b9d9ec219f4eeeb1f37b65d35efa5fbd6169.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/29e28d2531030f4f3405fd2d7b3b919888b8a3fb96293e3466bdf469cf9328fd.html,"['js-embedded', 'exploit', 'autoaction', 'invalid-xref', 'pdf', 'acroform', 'cve-2010-0188']",39 / 53
/home/yonah/Data/vt_report_pdf/0e08990e41f5adcc03de5cb3a95380875466e5df8e7bc9a4b0ed82f161e1bec4.html,0,28 / 42
/home/yonah/Data/vt_report_pdf/d8e9907fc47871b1c562caee7bcc0d170e3b46171273b99b93dabf9e208a7d12.html,0,28 / 41
/home/yonah/Data/vt_report_pdf/8a991137d13e693eb4b616b78e4ea98b9a2089eb19c3455cde707515c21c4445.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/3ffd07a78c422073e00612d1586ef43e33dbb2026411a3dda912048d272898b4.html,"['pdf', 'acroform', 'invalid-xref']",28 / 42
/home/yonah/Data/vt_report_pdf/b0ed849aef42df3feed076f15b1b2621ea289ba6a2d52e9987888c54abc66cdd.html,0,25 / 44
/home/yonah/Data/vt_report_pdf/e1c99d7fa8735a77f6bf58d4151a6f7365cf618e74a6cb574c13eb0efa461bb8.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/94f6ed5847d422d1a9395c8e1ac2c02da81f188c25029aafef75d3ed9f682b98.html,0,22 / 44
/home/yonah/Data/vt_report_pdf/931640b44a867e99cc74ac5c4480e07630f7c1e7a46b14fc8520046c54315f61.html,"['js-embedded', 'exploit', 'autoaction', 'invalid-xref', 'pdf', 'acroform', 'cve-2010-0188']",43 / 57
/home/yonah/Data/vt_report_pdf/91ae5ffcb36df91cbc5dcb1e8a29c710c876196ccb28a0f723c77b00757eba96.html,0,29 / 42
/home/yonah/Data/vt_report_pdf/86d5282dc652671a01b3d70d40c8e6b203711df3c33624f9a5f7a5bcd06dc11f.html,"['pdf', 'acroform', 'autoaction', 'js-embedded']", 3 / 55
/home/yonah/Data/vt_report_pdf/885aa830190fb633d32d6f32209da415f4c0b74cd6d0306cc23b921ebfa16de0.html,"['invalid-xref', 'acroform', 'pdf', 'js-embedded']",37 / 45
/home/yonah/Data/vt_report_pdf/4ae8a0a224beabc2ef1f335b1ae6f87a8f2e29b24b33b6ff77232d750c0eae59.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/3d4695f280e0ee807e10984ac0ae6fdb71cbb1f065259bdbd658c549361f3320.html,"['pdf', 'exploit', 'acroform', 'cve-2009-0927', 'js-embedded']",38 / 50
/home/yonah/Data/vt_report_pdf/36d6399e6458f047ee1836f3d1d78a9ea8a09d21b36c34afb5c9bbf50cce3ebe.html,0,25 / 44
/home/yonah/Data/vt_report_pdf/d392cce4202223617cefadaad349f789c508fd11eb1d2dec9d516ebb0cb4d832.html,0,24 / 44
/home/yonah/Data/vt_report_pdf/6ccc8878cc5c886b997be17363a98d1f3f1eb03125a7de1d826d9d7b7398a699.html,"['invalid-xref', 'acroform', 'file-embedded', 'pdf']",36 / 61
/home/yonah/Data/vt_report_pdf/b89a1413ee698e1af853ffdb3acf31ee5c45b1ea749854b43c8612efcc1cae54.html,"['exploit', 'pdf', 'invalid-xref', 'acroform', 'file-embedded', 'cve-2010-0188']",37 / 50
/home/yonah/Data/vt_report_pdf/dd0f363f8c5cb783969508733bc3ee9d32c3b1f9db5b2a0e328cc1a5731189da.html,0,15 / 43
/home/yonah/Data/vt_report_pdf/cc446d0e22607c61d194516fde81beb5dc17005f189ddc496f20a4d9aefd7098.html,0,25 / 44
/home/yonah/Data/vt_report_pdf/cee05ac909ea86d5f69ea32fe096d31fc8d91d7e548420806f943c274b0f040a.html,0,27 / 42
/home/yonah/Data/vt_report_pdf/12fefa85ab215632ba8d90f9fd9ed8daad0f1782197ea6fb41f4523fc26dc2c5.html,0,30 / 42
/home/yonah/Data/vt_report_pdf/070aaecb2c0d669b788706914e57c6ccdf0143ef93051ec509e163b831016b69.html,0,13 / 42
/home/yonah/Data/vt_report_pdf/2fe8364fdec483781b510ecc77c8d2aba793163ae4376caf60ddba0207e05070.html,0,27 / 41
/home/yonah/Data/vt_report_pdf/861987deca37bb4c54e56fdf4fa091b90b815848589d71b18d6db26f87f04929.html,"['invalid-xref', 'pdf', 'js-embedded']",46 / 61
/home/yonah/Data/vt_report_pdf/eb0186818c978a79c73f3f01871a3e5868469f13b7d8b6dfae26074f4d9ffece.html,0,23 / 43
/home/yonah/Data/vt_report_pdf/b73c77ec758004cc175e77581dfadc713bf588397a83c50408f80cc0af591f6f.html,0,14 / 43
/home/yonah/Data/vt_report_pdf/0a94bd6aa8e9525d3ac4ff0b9d0884bfcee6904c8a67ed4ed8ec33131cd6257a.html,0,28 / 43
/home/yonah/Data/vt_report_pdf/653b516ae85fa4d0124d8b6db3a9d17ee6beb821048e0351c3cb4dabf7f01281.html,0,24 / 43
/home/yonah/Data/vt_report_pdf/13471dc334aa0c438b84fcc4d03b2769fd6364de83b047b75193f51a6bbd1bd6.html,0,33 / 42
/home/yonah/Data/vt_report_pdf/f422e2fd1663289a9aaec0bb579fd78377fd103e2d2750270fa3d3478c7a22e7.html,0, 9 / 41
/home/yonah/Data/vt_report_pdf/f1604c3f58c4427275d9a252824d8fa90c57cd51779a5f77124aead08631405e.html,0,28 / 44
/home/yonah/Data/vt_report_pdf/76f11988abb916fd46c205e376b59f78e6056798d199275dee277a7c19e95727.html,0,23 / 43
