class,filename,author_dot,author_lc,author_len,author_mismatch,author_num,author_oth,author_uc,box_nonother_types,box_other_only,company_mismatch,count_acroform,count_acroform_obs,count_action,count_action_obs,count_box_a4,count_box_legal,count_box_letter,count_box_other,count_box_overlap,count_endobj,count_endstream,count_eof,count_font,count_font_obs,count_image_large,count_image_med,count_image_small,count_image_total,count_image_xlarge,count_image_xsmall,count_javascript,count_javascript_obs,count_js,count_js_obs,count_obj,count_objstm,count_objstm_obs,count_page,count_page_obs,count_startxref,count_stream,count_stream_diff,count_trailer,count_xref,createdate_dot,createdate_mismatch,createdate_ts,createdate_tz,createdate_version_ratio,creator_dot,creator_lc,creator_len,creator_mismatch,creator_num,creator_oth,creator_uc,delta_ts,delta_tz,image_mismatch,image_totalpx,keywords_dot,keywords_lc,keywords_len,keywords_mismatch,keywords_num,keywords_oth,keywords_uc,len_obj_avg,len_obj_max,len_obj_min,len_stream_avg,len_stream_max,len_stream_min,moddate_dot,moddate_mismatch,moddate_ts,moddate_tz,moddate_version_ratio,pdfid0_dot,pdfid0_lc,pdfid0_len,pdfid0_mismatch,pdfid0_num,pdfid0_oth,pdfid0_uc,pdfid1_dot,pdfid1_lc,pdfid1_len,pdfid1_mismatch,pdfid1_num,pdfid1_oth,pdfid1_uc,pdfid_mismatch,pos_acroform_avg,pos_acroform_max,pos_acroform_min,pos_box_avg,pos_box_max,pos_box_min,pos_eof_avg,pos_eof_max,pos_eof_min,pos_image_avg,pos_image_max,pos_image_min,pos_page_avg,pos_page_max,pos_page_min,producer_dot,producer_lc,producer_len,producer_mismatch,producer_num,producer_oth,producer_uc,ratio_imagepx_size,ratio_size_obj,ratio_size_page,ratio_size_stream,size,subject_dot,subject_lc,subject_len,subject_mismatch,subject_num,subject_oth,subject_uc,title_dot,title_lc,title_len,title_mismatch,title_num,title_oth,title_uc,version
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/Photoshop CS5 Scripting Guide.pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,1,0,0,0,0,174,0,320,231,2,0,0,0,1,0,1,0,0,0,0,0,0,320,122,0,87,0,2,231,0,0,0,0,1,1269524213,0,2448.92788002,1,8,14,1,2,2,2,1269524214,1,0,99125,0,30,44,1,0,6,8,1250.58125,16477,73,1600.64502165,16399,58,0,0,-1,-1,-1.0,0,0,32,1,26,0,6,0,0,32,1,22,0,10,TRUE,-1.0,-1.0,-1.0,0.425092220208,0.788818862608,0.00449568720496,0.500590692272,0.999987642421,0.00119374212204,0.0189540545216,0.0189540545216,0.0189540545216,0.425270197753,0.788969625071,0.00470329453054,2,20,33,1,3,7,3,0.244989001755,1264.40624605,4650.68960172,1751.55843398,404610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/Photoshop CS5 VBScript Ref.pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,1,0,0,0,0,374,0,648,459,2,0,0,0,1,0,1,0,0,0,0,0,0,648,249,0,187,0,2,459,0,0,0,0,1,1269353260,0,2448.59810957,1,8,14,1,2,2,2,1269353261,1,0,86500,0,32,46,1,0,7,7,1078.27469136,23752,76,1379.61437908,23673,58,0,0,-1,-1,-1.0,0,0,32,1,19,0,13,0,0,32,1,23,0,9,TRUE,-1.0,-1.0,-1.0,0.458977801622,0.842364753632,0.0088877892011,0.500396449945,0.999992970746,0.000799929145116,0.0212156954815,0.0212156954815,0.0212156954815,0.459079955107,0.842451916386,0.00900588067419,2,20,33,1,3,7,3,0.121606100268,1097.70524522,3803.81281388,1549.70152168,711313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/Photoshop CS5 自述.pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,1,0,0,0,0,24,0,60,45,2,12,0,0,0,1,1,0,0,0,0,0,0,60,20,0,12,0,2,45,0,0,0,0,1,1269521954,28800,2448.92352238,1,16,29,1,2,5,6,1269521955,28801,0,12600,0,0,0,0,0,0,0,2760.33333333,95862,49,3530.13333333,95797,21,0,0,-1,-1,-1.0,0,0,32,1,21,0,11,0,0,32,1,17,0,15,TRUE,-1.0,-1.0,-1.0,0.734437509761,0.901522159617,0.00708819395221,0.501435659623,0.99996996528,0.00290135396518,0.676538078018,0.676538078018,0.676538078018,0.735638898567,0.902453235941,0.00872208272763,1,10,21,1,2,4,5,0.0756874947439,2774.56662042,13872.8321773,3699.42214001,166474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/Photoshop CS5 讀我.pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,1,0,0,0,0,22,0,64,50,2,11,0,0,0,1,1,0,0,0,0,0,0,64,19,0,11,0,2,50,0,0,0,0,1,1269522757,28800,2448.92507137,1,16,29,1,2,5,6,1269522758,28801,0,12600,0,0,0,0,0,0,0,2604.4375,98231,49,3197.72,98166,21,0,0,-1,-1,-1.0,0,0,32,1,23,0,9,0,0,32,1,19,0,13,TRUE,-1.0,-1.0,-1.0,0.733534342193,0.8965237419,0.00773894053486,0.501485733379,0.999970165996,0.00300130076256,0.695299354392,0.695299354392,0.695299354392,0.734742619339,0.89752019762,0.00936191033092,1,10,21,1,2,4,5,0.0751816890819,2618.65620908,15235.8167967,3351.87993296,167594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/Photoshop CS6 自述.pdf,0,0,0,0,0,0,0,1,FALSE,0,0,0,0,0,0,0,1,20,0,34,6,1,5,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,0,1,6,0,1,1,0,1,1329680078,-28800,3847.4539294,0,0,0,3,0,0,0,28800,0,0,0,0,0,0,0,0,0,0,2771.08823529,68200,51,14924.1666667,68135,360,0,1,1329651278,-28800,3847.37059606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.096109363919,0.946712469366,0.00138245952117,0.999958107287,0.999958107287,0.999958107287,-1.0,-1.0,-1.0,0.0409291803691,0.0409291803691,0.0409291803691,0,0,0,2,0,0,0,0.0,2808.29403505,95481.9045181,15913.6640144,95482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/README.pdf,0,16,96,1,60,20,0,0,TRUE,0,0,0,0,0,0,0,0,0,0,114,113,1,0,0,0,0,0,0,0,0,0,0,0,0,114,14,0,0,0,1,113,0,0,0,0,0,-1,-1,-1.0,0,21,27,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,4321.20175439,37352,523,4285.59292035,37252,1014,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999991906537,0.999991906537,0.999991906537,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,4,14,1,5,3,2,0.0,4335.31575144,4.94226e+11,4373.68137722,494226,0,0,0,1,0,0,0,0,17,114,1,72,25,0,5
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/Received.pdf,0,0,0,0,0,0,0,0,TRUE,0,1,0,0,0,0,0,0,5,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,1,4,0,0,0,0,1,1401781954,28800,4056.08204282,0,0,0,0,0,0,0,1401781955,28801,0,0,0,0,0,0,0,0,0,936.0,3056,66,1224.75,2998,84,0,0,-1,-1,-1.0,0,0,32,1,22,0,10,0,0,32,1,23,0,9,TRUE,0.5473574045,0.5473574045,0.5473574045,0.568463282749,0.589569160998,0.555206698064,0.999127856271,0.999127856271,0.999127856271,-1.0,-1.0,-1.0,0.592534449677,0.592534449677,0.592534449677,0,0,0,0,0,0,0,0.0,955.49984075,5732.99426701,1433.24964169,5733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/ReferenceCard.pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,9,0,37,18,2,5,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0,2,18,0,2,2,0,1,1449237548,10800,4193.39568287,0,18,34,2,4,6,6,-10800,0,0,0,0,0,0,0,0,0,0,954.108108108,4503,18,1652.77777778,4439,124,0,1,1449248348,10800,4193.42693287,0,0,32,1,19,0,13,0,0,32,1,14,0,18,TRUE,-1.0,-1.0,-1.0,0.347166043803,0.897575806933,0.0344219127508,0.512256698428,0.999891413524,0.024621983332,-1.0,-1.0,-1.0,0.0445204549773,0.0445204549773,0.0445204549773,1,10,22,1,3,4,5,0.0,995.594567687,36836.963163,2046.49988631,36837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/ReferenceCardForMac.pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,9,0,35,18,2,5,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,2,18,0,2,2,0,1,1449238605,10800,4193.39874132,0,18,34,2,4,6,6,-10800,0,0,0,0,0,0,0,0,0,0,3589.68571429,13932,40,6673.83333333,13882,117,0,1,1449249405,10800,4193.42999132,0,0,32,1,23,0,9,0,0,32,1,14,0,18,TRUE,-1.0,-1.0,-1.0,0.417061565802,0.971291903672,0.00973982550135,0.503556059068,0.999968530451,0.00714358768597,-1.0,-1.0,-1.0,0.0126507588095,0.0126507588095,0.0126507588095,1,10,22,1,3,4,5,0.0,3631.62846767,127106.872893,7061.49960769,127107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/Rejected.pdf,0,0,0,0,0,0,0,0,TRUE,0,1,0,0,0,0,0,0,5,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,1,4,0,0,0,0,1,1401781903,28800,4056.08189525,0,0,0,0,0,0,0,1401781904,28801,0,0,0,0,0,0,0,0,0,937.333333333,3056,66,1226.75,2998,83,0,0,-1,-1,-1.0,0,0,32,1,19,0,13,0,0,32,1,23,0,9,TRUE,0.546594669918,0.546594669918,0.546594669918,0.567671137433,0.588747604947,0.554433025605,0.99912907159,0.99912907159,0.99912907159,-1.0,-1.0,-1.0,0.59170876154,0.59170876154,0.59170876154,0,0,0,0,0,0,0,0.0,956.833173861,5740.99425901,1435.24964119,5741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/Rendition - WanaCryptor.pdf,0,6,6,1,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,32,0,131,51,2,34,0,4,7,2,13,0,0,0,0,0,0,131,2,0,28,0,2,51,0,2,2,0,1,1494652744,0,2471.31736772,0,11,41,3,18,9,3,0,0,12,6600668,0,0,0,0,0,0,0,7022.41221374,110320,17,17688.0980392,110157,244,0,1,1494652744,0,2471.31736772,0,0,32,1,21,0,11,0,0,32,1,21,0,11,FALSE,-1.0,-1.0,-1.0,0.388385587788,0.712893358466,0.000658604464184,0.999897894925,0.999996792511,0.999798997339,0.310660797893,0.644632640908,0.00147758339205,0.424858110602,0.712698770783,0.00046080929231,0,0,0,3,0,0,0,7.05719060291,7139.77857145,33403.9630927,18339.431013,935311,0,0,0,0,0,0,0,0,18,23,1,0,2,3,7
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/aspx+mssql(get+数值+有错误回显).pdf,0,2,12,1,0,9,1,0,TRUE,0,0,0,0,0,0,0,0,27,0,377,40,1,20,0,2,13,2,17,0,0,0,0,0,0,377,0,0,8,0,1,40,0,1,1,0,0,-1,-1,-1.0,0,13,50,1,4,30,3,0,0,16,5126051,0,0,0,0,0,0,0,1658.26790451,81344,14,14661.375,81275,182,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.156929211842,0.983234424854,0.0275025674394,0.999993728392,0.999993728392,0.999993728392,0.296890158787,0.500907031256,0.0485861444508,0.191447683033,0.46900336315,0.04492822929,0,13,50,1,4,30,3,8.0371451642,1691.76392124,79724.3650345,15944.8746014,637795,0,0,0,0,0,0,0,0,5,16,1,0,10,1,5
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/automatically-evading-classifiers.pdf,0,0,0,0,0,0,0,16,FALSE,0,0,0,0,0,0,0,16,102,0,438,101,1,33,0,0,0,0,0,0,0,0,0,0,0,438,0,0,15,0,1,101,0,1,1,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436.52283105,1438051,8,31768.1386139,1437866,110,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.873529692664,0.988829349579,0.00228193269246,0.999998777427,0.999998777427,0.999998777427,-1.0,-1.0,-1.0,0.524677495404,0.931387669372,0.00226267716612,0,0,0,0,0,0,0,0.0,7469.83559938,218119.185459,32393.9402733,3271788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/create_pdf.pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,10,0,28,10,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,5,0,1,10,0,1,1,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,-1425602146,-28801,0,0,0,0,0,0,0,0,0,34368.9285714,218372,34,95953.8,218200,108,0,1,1425602145,28800,4125.0062066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.607313857945,0.998890392815,0.188181697398,0.999995848055,0.999995848055,0.999995848055,0.407802126626,0.809011588077,0.000197217366754,0.607378628281,0.998929836289,0.188270964206,2,9,20,1,3,6,2,0.0,34407.2844855,192680.761464,96340.390366,963404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/enum.pdf,0,0,0,1,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,21,0,80,12,1,18,0,0,0,0,0,0,0,0,0,0,0,80,0,0,12,0,1,12,0,1,1,0,0,-1,-1,-1.0,0,11,12,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,839.9625,7152,24,4862.0,7116,3799,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.0399362582883,0.0691227170413,0.0099581160783,0.999928768841,0.999928768841,0.999928768841,-1.0,-1.0,-1.0,0.0469377724592,0.071273898054,0.0207994985326,2,28,41,1,0,7,6,0.0,877.424989032,5849.49951254,5849.49951254,70194,0,11,12,1,0,1,0,0,9,12,24,0,1,2,4
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/intel-dpdk-getting-started-guide (1).pdf,0,0,0,0,0,0,0,0,TRUE,0,0,0,1,0,0,0,0,0,0,49,47,1,0,0,0,0,0,0,0,0,0,0,0,0,49,25,0,0,0,1,47,0,0,0,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238.3877551,6539,128,2259.85106383,6490,154,0,0,-1,-1,-1.0,0,0,32,1,21,0,11,0,0,32,1,17,0,15,TRUE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.999954684696,0.999954684696,0.999954684696,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,0.0,2251.79587241,1.10338e+11,2347.61697133,110338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/lr-ai-engine-rules-datasheet.pdf,0,0,0,0,0,0,0,19,FALSE,0,0,0,0,0,0,0,19,37,0,219,58,1,28,0,0,0,0,0,0,0,0,0,0,0,219,0,0,18,0,1,58,0,1,1,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530.20547945,80143,8,9209.62068966,79960,110,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.703803019877,0.966725134223,0.00103995085164,0.999992877049,0.999992877049,0.999992877049,-1.0,-1.0,-1.0,0.465533424942,0.769834302351,0.00092776437278,0,0,0,0,0,0,0,0.0,2564.22373258,31198.0538223,9682.15500548,561565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/manual.pdf,0,6,7,1,0,0,1,28,FALSE,0,0,0,0,0,0,0,28,14,0,211,40,1,42,0,0,0,0,0,0,0,0,0,0,0,213,0,0,28,0,1,48,8,1,1,0,0,-1,-1,-1.0,3,14,26,1,4,5,3,-1270638630,-1,0,0,0,0,0,0,0,0,0,1285.22065728,16748,8,6344.1,16682,249,0,1,1270638629,0,3676.61640336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.717398223279,0.981665260137,0.580686742655,0.99998575666,0.99998575666,0.99998575666,-1.0,-1.0,-1.0,0.588553263226,0.596489728771,0.580633330129,1,10,20,1,3,3,4,0.0,1318.46478254,10029.7496418,5850.68737811,280833,0,0,0,0,0,0,0,1,20,27,1,0,5,2,4
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/navicat.pdf,0,5,5,1,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,730,0,1784,763,2,291,0,3,43,32,443,0,365,0,0,0,0,1784,29,0,280,0,2,763,0,2,2,0,0,-1,-1,-1.0,0,16,56,1,4,33,3,-1422897580,-28801,80,15695061,0,0,0,0,0,0,0,1845.49887892,477864,14,3950.46526868,477793,25,0,1,1422897579,28800,3293.74439583,0,0,32,1,21,0,11,0,0,32,1,21,0,11,FALSE,-1.0,-1.0,-1.0,0.106646807764,0.82247291963,0.000697042345048,0.999972831814,0.999999176722,0.999946486907,0.329386137315,0.566454480391,0.00105160089221,0.0463744114736,0.0673134341465,0.000659994818835,0,16,56,1,4,33,3,4.30713469493,2042.5829585,13014.1713821,4775.84271982,3643968,0,0,0,0,0,0,0,0,2,10,263,0,7,1,5
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/php+mysql(GET+安全检测绕过_编码+有错误信息).pdf,0,2,12,1,0,9,1,0,TRUE,0,0,0,0,0,0,0,0,23,0,511,37,1,20,0,1,10,2,13,0,0,0,0,0,0,511,0,0,9,0,1,37,0,1,1,0,0,-1,-1,-1.0,0,13,50,1,4,30,3,0,0,8,3520338,0,0,0,0,0,0,0,1052.30528376,91816,14,13150.1081081,91747,182,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.173327923626,0.975429590121,0.0397604065086,0.999992789844,0.999992789844,0.999992789844,0.231596596196,0.398006031296,0.0813125368394,0.166990622992,0.476906770877,0.0777399044294,0,13,50,1,4,30,3,6.34554673713,1085.66144602,61641.4375954,14993.8644596,554773,0,0,0,0,0,0,0,0,5,16,1,0,10,1,5
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/php+mysql(POST+二次注入+有错误信息回显).pdf,0,3,3,1,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,25,0,461,33,1,20,0,0,10,2,12,0,0,0,0,0,0,461,0,0,7,0,1,33,0,1,1,0,0,-1,-1,-1.0,0,13,50,1,4,30,3,0,0,11,3765487,0,0,0,0,0,0,0,1309.06073753,81269,14,16889.3030303,81200,181,0,0,-1,-1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,-1.0,-1.0,-1.0,0.160884114665,0.980433978209,0.0215486387484,0.999993536701,0.999993536701,0.999993536701,0.288919697281,0.525674647225,0.0637475176892,0.174874940936,0.460062467784,0.060627360114,0,13,50,1,4,30,3,6.08436705721,1342.47071292,88411.2730841,18753.9085226,618879,0,0,0,0,0,0,0,0,5,16,1,0,10,1,5
FALSE,/home/fengjiao/MalwarePDFDetection/yo/small_data/normalpdf/qr_readme.pdf,0,3,3,1,0,0,0,0,TRUE,0,0,0,0,0,0,0,0,20,0,140,77,2,20,0,0,12,44,56,0,0,0,0,0,0,140,3,0,8,0,2,77,0,2,2,0,0,-1,-1,-1.0,0,11,42,1,4,25,2,-1398291580,-28801,28,3428956,0,0,0,0,0,0,0,6460.54285714,133521,14,11473.1688312,133362,42,0,1,1398291579,28800,3236.7860625,0,0,32,1,24,0,8,0,0,32,1,24,0,8,FALSE,-1.0,-1.0,-1.0,0.202358950637,0.767991385287,0.000733917119712,0.99989690975,0.999996795122,0.999797024377,0.254733929481,0.513056139852,0.0261357821452,0.342739561979,0.526378818746,0.000269209773169,0,11,42,1,4,25,2,3.66312883717,6686.23566653,117009.110374,12156.7920499,936073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
