KNN,NNET,RF,SVM
0.971291866029,0.836124401914,0.996411483254,0.752392344498
0.971291866029,0.852870813397,0.995215311005,0.752392344498
0.971291866029,0.855263157895,0.995215311005,0.751196172249
0.962918660287,0.813397129187,0.996411483254,0.761961722488
0.962918660287,0.80023923445,0.996411483254,0.761961722488
0.962918660287,0.820574162679,0.996411483254,0.760765550239
0.962918660287,0.808612440191,0.996411483254,0.75956937799
0.962918660287,0.818181818182,0.996411483254,0.760765550239
0.962918660287,0.854066985646,0.995215311005,0.757177033493
0.962918660287,0.904306220096,0.996411483254,0.758373205742
0.962918660287,0.763157894737,0.996411483254,0.758373205742
0.962918660287,0.837320574163,0.994019138756,0.758373205742
0.962918660287,0.822966507177,0.994019138756,0.757177033493
0.962918660287,0.831339712919,0.991626794258,0.755980861244
0.962918660287,0.826555023923,0.991626794258,0.755980861244
0.962918660287,0.802631578947,0.992822966507,0.755980861244
0.962918660287,0.831339712919,0.991626794258,0.755980861244
0.961722488038,0.797846889952,0.992822966507,0.782296650718
0.959330143541,0.789473684211,0.991626794258,0.777511961722
0.960526315789,0.564593301435,0.994019138756,0.781100478469
0.960526315789,0.827751196172,0.994019138756,0.781100478469
0.960526315789,0.647129186603,0.992822966507,0.781100478469
0.960526315789,0.613636363636,0.991626794258,0.781100478469
0.936602870813,0.808612440191,0.992822966507,0.787081339713
0.936602870813,0.824162679426,0.991626794258,0.788277511962
0.936602870813,0.77990430622,0.992822966507,0.788277511962
0.936602870813,0.618421052632,0.992822966507,0.785885167464
0.936602870813,0.727272727273,0.991626794258,0.787081339713
0.936602870813,0.627990430622,0.991626794258,0.784688995215
0.936602870813,0.622009569378,0.992822966507,0.785885167464
0.936602870813,0.575358851675,0.992822966507,0.785885167464
0.936602870813,0.598086124402,0.991626794258,0.787081339713
0.936602870813,0.576555023923,0.992822966507,0.785885167464
0.936602870813,0.590909090909,0.992822966507,0.785885167464
0.936602870813,0.594497607656,0.991626794258,0.785885167464
0.936602870813,0.617224880383,0.991626794258,0.784688995215
0.936602870813,0.582535885167,0.991626794258,0.783492822967
0.936602870813,0.582535885167,0.99043062201,0.783492822967
0.936602870813,0.576555023923,0.99043062201,0.783492822967
0.936602870813,0.612440191388,0.991626794258,0.783492822967
0.936602870813,0.596889952153,0.99043062201,0.783492822967
0.936602870813,0.582535885167,0.99043062201,0.784688995215
0.936602870813,0.593301435407,0.99043062201,0.782296650718
0.936602870813,0.590909090909,0.99043062201,0.785885167464
0.936602870813,0.458133971292,0.991626794258,0.785885167464
0.925837320574,0.486842105263,0.99043062201,0.784688995215
0.925837320574,0.388755980861,0.99043062201,0.785885167464
0.925837320574,0.484449760766,0.991626794258,0.785885167464
0.925837320574,0.537081339713,0.991626794258,0.785885167464
0.925837320574,0.483253588517,0.991626794258,0.784688995215
0.925837320574,0.455741626794,0.989234449761,0.784688995215
0.925837320574,0.61961722488,0.989234449761,0.783492822967
0.925837320574,0.788277511962,0.989234449761,0.782296650718
0.925837320574,0.484449760766,0.989234449761,0.783492822967
0.925837320574,0.480861244019,0.988038277512,0.782296650718
0.925837320574,0.424641148325,0.986842105263,0.783492822967
0.925837320574,0.498803827751,0.986842105263,0.781100478469
0.925837320574,0.816985645933,0.984449760766,0.781100478469
0.924641148325,0.611244019139,0.986842105263,0.781100478469
0.924641148325,0.417464114833,0.986842105263,0.781100478469
0.924641148325,0.613636363636,0.986842105263,0.781100478469
0.924641148325,0.732057416268,0.985645933014,0.781100478469
0.924641148325,0.66028708134,0.982057416268,0.783492822967
0.924641148325,0.474880382775,0.97966507177,0.783492822967
0.91985645933,0.675837320574,0.982057416268,0.789473684211
0.91985645933,0.848086124402,0.983253588517,0.788277511962
0.91985645933,0.526315789474,0.982057416268,0.788277511962
0.925837320574,0.541866028708,0.984449760766,0.787081339713
0.925837320574,0.502392344498,0.982057416268,0.785885167464
0.907894736842,0.617224880383,0.983253588517,0.785885167464
0.909090909091,0.498803827751,0.982057416268,0.785885167464
0.909090909091,0.680622009569,0.976076555024,0.785885167464
0.909090909091,0.592105263158,0.97966507177,0.785885167464
0.909090909091,0.594497607656,0.978468899522,0.783492822967
0.909090909091,0.485645933014,0.978468899522,0.782296650718
0.909090909091,0.485645933014,0.978468899522,0.781100478469
0.909090909091,0.741626794258,0.976076555024,0.77990430622
0.909090909091,0.66985645933,0.97966507177,0.77990430622
0.909090909091,0.721291866029,0.977272727273,0.77990430622
0.91028708134,0.485645933014,0.971291866029,0.778708133971
0.911483253589,0.488038277512,0.971291866029,0.778708133971
0.911483253589,0.485645933014,0.972488038278,0.778708133971
0.911483253589,0.485645933014,0.974880382775,0.776315789474
0.911483253589,0.604066985646,0.974880382775,0.776315789474
0.911483253589,0.485645933014,0.973684210526,0.775119617225
0.911483253589,0.485645933014,0.973684210526,0.775119617225
0.911483253589,0.484449760766,0.972488038278,0.775119617225
0.911483253589,0.489234449761,0.976076555024,0.775119617225
0.911483253589,0.807416267943,0.973684210526,0.775119617225
0.911483253589,0.618421052632,0.973684210526,0.775119617225
0.911483253589,0.844497607656,0.972488038278,0.775119617225
0.911483253589,0.484449760766,0.972488038278,0.773923444976
0.911483253589,0.484449760766,0.97009569378,0.769138755981
0.911483253589,0.497607655502,0.973684210526,0.767942583732
0.911483253589,0.491626794258,0.968899521531,0.767942583732
0.911483253589,0.485645933014,0.968899521531,0.766746411483
0.911483253589,0.486842105263,0.971291866029,0.766746411483
0.911483253589,0.485645933014,0.971291866029,0.765550239234
0.911483253589,0.710526315789,0.968899521531,0.764354066986
0.911483253589,0.599282296651,0.97009569378,0.764354066986
0.911483253589,0.61961722488,0.966507177033,0.764354066986
0.911483253589,0.488038277512,0.97009569378,0.764354066986
0.911483253589,0.606459330144,0.971291866029,0.75956937799
0.911483253589,0.486842105263,0.968899521531,0.75956937799
0.911483253589,0.696172248804,0.97009569378,0.75956937799
0.911483253589,0.588516746411,0.967703349282,0.75956937799
0.911483253589,0.58014354067,0.966507177033,0.758373205742
0.911483253589,0.785885167464,0.966507177033,0.757177033493
0.836124401914,0.484449760766,0.958133971292,0.77033492823
0.776315789474,0.484449760766,0.935406698565,0.801435406699
0.934210526316,0.934210526316,0.934210526316,0.933014354067
0.934210526316,0.934210526316,0.934210526316,0.933014354067
0.934210526316,0.934210526316,0.934210526316,0.933014354067
0.921052631579,0.921052631579,0.921052631579,0.91985645933
0.91985645933,0.921052631579,0.921052631579,0.91985645933
0.91985645933,0.921052631579,0.921052631579,0.91985645933
0.882775119617,0.882775119617,0.883971291866,0.881578947368
0.882775119617,0.882775119617,0.883971291866,0.881578947368
0.882775119617,0.882775119617,0.883971291866,0.881578947368
0.882775119617,0.882775119617,0.883971291866,0.881578947368
0.882775119617,0.882775119617,0.883971291866,0.881578947368
0.882775119617,0.882775119617,0.883971291866,0.881578947368
0.882775119617,0.882775119617,0.883971291866,0.881578947368
0.882775119617,0.882775119617,0.883971291866,0.881578947368
0.882775119617,0.882775119617,0.883971291866,0.881578947368
0.52033492823,0.52033492823,0.52033492823,0.52033492823
0.52033492823,0.52033492823,0.52033492823,0.52033492823
0.52033492823,0.517942583732,0.52033492823,0.52033492823
0.52033492823,0.52033492823,0.52033492823,0.52033492823
0.485645933014,0.517942583732,0.517942583732,0.517942583732
0.485645933014,0.517942583732,0.517942583732,0.517942583732
0.485645933014,0.517942583732,0.517942583732,0.517942583732
0.485645933014,0.515550239234,0.515550239234,0.515550239234
0.485645933014,0.515550239234,0.515550239234,0.515550239234
0.485645933014,0.515550239234,0.515550239234,0.515550239234
